Unnamed: 0,name,latitude,longitude,street_1,street_2,city,state,zip-code,phone,fax,url
639,Live Well Center - Park City,40.681688,-111.48655,900 Round Valley Dr Ste 110,,Park City,UT,84060,435-333-3535,435-333-3536,https://intermountainhealthcare.org/services/wellness-preventive-medicine/live-well-centers/park-city-live-well/
640,Live Well Center - Salt Lake Clinic,40.7617167,-111.8647734,389 S 900 E,,Salt Lake City,UT,84102,385-282-2700,385-282-2701,https://intermountainhealthcare.org/services/wellness-preventive-medicine/live-well-centers/salt-lake-live-well/
641,Live Well Center - St. George,37.0969603,-113.5519393,652 S Medical Center Dr Ste LL10,,St George,UT,84790,435-251-3793,Na,https://intermountainhealthcare.org/services/wellness-preventive-medicine/live-well-centers/st-george-live-well/
642,Liver Transplant Clinic at Meridian Clinic,43.6016877572504,-116.354126589479,3277 E Louise Dr. Ste 150,,Meridian,ID,83642,801-507-3380,Na,https://intermountainhealthcare.org/locations/location-details/meridian-clinic/liver-transplant-clinic-at-meridian-clinic/
643,Liver Transplant Clinic at Roy Clinic,41.155504422186,-112.02666600294,1915 W 5950 S,,Roy,UT,84067,801-507-3380,Na,https://intermountainhealthcare.org/locations/location-details/roy-clinic/liver-transplant-clinic-at-roy-clinic/
644,Liver Transplant Services at Cassia Regional Hospital,42.5348921,-113.7817888,1501 Hiland Ave Ste M,,Burley,ID,83318,801-507-3380,385-297-2048,https://intermountainhealthcare.org/locations/cassia-regional-hospital/
645,Liver Transplant Services at St. George Hospital,37.0976086999999,-113.5537976,1380 E Medical Center Dr Ste N1200,,St George,UT,84790,801-507-3380,801-507-8343,https://intermountainhealthcare.org/locations/st-george-regional-hospital/
646,Logan Clinic,41.7393644,-111.8295102,412 N 200 E,,Logan,UT,84341,435-713-2800,Na,https://intermountainhealthcare.org/locations/logan-clinic/
647,Logan InstaCare,41.7393644,-111.8295102,412 N 200 E,,Logan,UT,84341,435-713-2710,435-713-2746,https://intermountainhealthcare.org/locations/logan-clinic/
648,Logan Maternal Fetal Medicine,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-1958,435-792-1677,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-maternal-fetal-medicine/
649,Logan Psychiatry,41.7570516,-111.8212022,1350 N 500 E,,Logan,UT,84341,435-716-1280,435-716-2921,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/budge-clinic/logan-psychiatry/
650,Logan Regional Hospital,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-1000,Na,https://intermountainhealthcare.org/locations/logan-regional-hospital/
651,Logan Regional Hospital Audiology,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2273,435-716-2811,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-audiology/
652,Logan Regional Hospital Behavioral Health,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5320,435-716-2949,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-behavioral-health/
653,Logan Regional Hospital Case Management/Social Work Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5398,435-716-5463,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-case-management-social-work-services/
654,Logan Regional Hospital Communications,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5384,Na,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-communications/
655,Logan Regional Hospital Dialysis Center,41.7565858,-111.8219878,550 E 1400 N Ste K,,Logan,UT,84341,435-716-2917,435-716-5854,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital-medical-suites/logan-regional-hospital-dialysis-center/
656,Logan Regional Hospital Education Center,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5315,435-716-5420,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-education-center/
657,Logan Regional Hospital EEG Lab,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5386,435-716-2969,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-eeg-lab/
658,Logan Regional Hospital Emergency,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2240,435-716-5449,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-emergency/
659,Logan Regional Hospital GI Lab,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5900,435-750-0378,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-gi-lab/
660,Logan Regional Hospital GI Lab,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5900,435-750-0378,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-gi-lab/
661,Logan Regional Hospital Gift Shop,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5482,Na,https://intermountainhealthcare.org/locations/logan-regional-hospital/hospital-information/gift-shop/
662,Logan Regional Hospital Heart Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5305,435-716-2947,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-heart-services/
663,Logan Regional Hospital Human Resources,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5321,435-716-5409,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-human-resources/
664,Logan Regional Hospital Imaging Center,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5307,801-442-0635,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-imaging-center/
665,Logan Regional Hospital Infusion Center,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5418,435-716-5419,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-infusion-center/
666,Logan Regional Hospital Intensive Care Unit,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5400,435-716-5671,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-intensive-care-unit/
667,Logan Regional Hospital Labor and Delivery,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5510,435-716-2941,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-labor-delivery/
668,Logan Regional Hospital Lactation Supplies Store,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2560,435-716-2942,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-lactation-supplies-store/
669,Logan Regional Hospital Language Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2166,Na,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-language-services/
670,Logan Regional Hospital LiVe Well Library,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5315,435-716-5420,https://intermountainhealthcare.org/locations/logan-regional-hospital/hospital-information/community-benefit/live-well-library/
671,Logan Regional Hospital Mammography,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5307,801-442-0635,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-mammography/
672,Logan Regional Hospital Medical Records,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,385-533-0440,385-215-7047,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-medical-records/
673,Logan Regional Hospital Mother/Baby Unit,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5376,435-716-6030,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-mother-baby-unit/
674,Logan Regional Hospital Orthopedics and Sports Medicine,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2800,435-716-2809,https://intermountainhealthcare.org/locations/logan-regional-hospital/medical-services/sports-medicine-and-performance/
675,Logan Regional Hospital Outpatient Lab,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-1601,801-442-0351,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-outpatient-lab/
676,Logan Regional Hospital Outpatient Nutrition and Diabetes Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5669,801-442-0832,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-outpatient-nutrition-and-diabetes-services/
677,Logan Regional Hospital Pediatric Rehab,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-6440,435-716-6441,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-pediatric-rehab/
678,Logan Regional Hospital Pediatrics,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5558,435-716-2576,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-pediatrics/
679,Logan Regional Hospital Rehab Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2273,435-716-2811,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-rehab-services/
680,Logan Regional Hospital Respiratory Care,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5386,435-716-2969,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-respiratory-care/
681,Logan Regional Hospital Same Day Surgery,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5303,435-716-5459,https://intermountainhealthcare.org/locations/logan-regional-hospital/medical-services/same-day-surgery/
682,Logan Regional Hospital Sleep Testing Center,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5289,435-716-2969,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-sleep-testing-center/
683,Logan Regional Hospital Special Care Nursery,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5502,435-716-5850,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-special-care-nursery/
684,Logan Regional Hospital Sports Performance Training,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2890,Na,https://intermountainhealthcare.org/locations/logan-regional-hospital/medical-services/sports-performance-training/
685,Logan Regional Hospital Surgical Floor,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5540,435-716-2977,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-surgical-floor/
686,Logan Regional Hospital Transitional Care,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5866,435-716-2541,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-transitional-care/
687,Logan Regional Hospital Volunteer Services,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-5324,435-716-5409,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-volunteer-services/
688,Logan Regional Hospital Weigh to Health,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,801-507-2403,Na,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-weigh-to-health/
689,Logan Regional Hospital Wound Care and Hyperbaric Medicine Center,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,435-716-2836,435-716-2265,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-wound-care-hyperbaric-medicine-center/
690,Logan Regional Orthopedics,41.7570516,-111.8212022,1350 N 500 E,,Logan,UT,84341,435-716-2800,435-716-2809,https://intermountainhealthcare.org/locations/logan-regional-orthopedics/
691,Logan Regional Physical Therapy - USU,41.7467935,-111.8030959,1250 N 850 E,,Logan,UT,84321,435-797-8074,Na,https://intermountainhealthcare.org/locations/location-details/utah-state-university-student-health-center/logan-regional-physical-therapy-usu/
692,Logan Surgery Center,41.7556985,-111.8218857,1350 N 500 E,,Logan,UT,84341,435-716-2060,435-716-2065,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-surgery-center/logan-surgery-center/
693,Logan WorkMed,41.7393644,-111.8295102,412 N 200 E,,Logan,UT,84341,435-713-2850,435-713-2860,https://intermountainhealthcare.org/locations/logan-clinic/
694,Loveland Clinic for Blood Cancer Therapy,40.779186,-111.8795885,8th Ave & C St,,Salt Lake City,UT,84143,801-408-1262,801-408-3072,https://intermountainhealthcare.org/locations/location-details/lds-hospital/lds-hospital/loveland-clinic-for-blood-cancer-therapy/
695,Madison Memorial Hospital - Pediatric Cardiology,0.0,0.0,450 E Main Street,,Rexburg,ID,83440,208-359-6900,Na,https://intermountainhealthcare.org/locations/location-details/primary-children-s-hospital/primary-children-s-hospital-outpatient-services-building/madison-memorial-hospital-pediatric-cardiology/
696,Manti Family Clinic,39.2677009,-111.6370156,159 N Main St,,Manti,UT,84642,435-835-3344,435-835-3081,https://intermountainhealthcare.org/locations/manti-family-clinic/
697,Matt's Place: A Service of Intermountain Primary Children's Hospital,40.915373,-111.879459,190 S Main St Ste B,,Centerville,UT,84014,801-614-8400,Na,https://intermountainhealthcare.org/locations/location-details/matt-s-place-building/matt-s-place-a-service-of-intermountain-primary-children-s-hospital/
698,McKay-Dee Anticoagulation Clinic,41.184285,-111.953723,4421 Harrison Blvd Ste A-12,,Ogden,UT,84403,801-387-3065,801-387-3030,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-anticoagulation-clinic/
699,McKay-Dee Behavioral Health Inpatient,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-5500,801-387-5537,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-behavioral-health-inpatient/
700,McKay-Dee Behavioral Health Outpatient,41.1924969,-111.9517571,3903 Harrison Blvd Ste 300,,Ogden,UT,84403,801-387-5600,801-387-4930,https://intermountainhealthcare.org/locations/mckay-dee-behavioral-health/
701,McKay-Dee Cardiology - North,41.1835577,-111.9537853,4403 S Harrison Blvd Ste 3490,,Ogden,UT,84403,801-387-2650,801-387-2655,https://intermountainhealthcare.org/locations/mckay-dee-cardiology-clinic/
702,McKay-Dee Cardiology South,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3400,,Ogden,UT,84403,801-387-3400,801-387-3420,https://intermountainhealthcare.org/locations/mckay-dee-cardiology-clinic/
703,McKay-Dee Dermatology & Plastic Surgery,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3680,,Ogden,UT,84403,801-387-4750,801-387-4755,https://intermountainhealthcare.org/locations/mckay-dee-dermatology-plastic-surgery/
704,McKay-Dee Endocrine & Diabetes Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3630,,Ogden,UT,84403,801-387-7900,801-387-7910,https://intermountainhealthcare.org/locations/mckay-dee-endocrine-diabetes-clinic/
705,McKay-Dee ENT Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2645,,Ogden,UT,84403,801-387-2880,385-297-2739,https://intermountainhealthcare.org/locations/mckay-dee-ent-clinic/
706,McKay-Dee Foot and Ankle Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2835,,Ogden,UT,84403,801-387-7945,801-387-7948,https://intermountainhealthcare.org/locations/mckay-dee-foot-ankle-clinic/
707,McKay-Dee Gastroenterology Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3815,,Ogden,UT,84403,801-387-5620,385-297-2648,https://intermountainhealthcare.org/locations/mckay-dee-gastroenterology-clinic/
708,McKay-Dee Gastroenterology Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3815,,Ogden,UT,84403,801-387-5620,385-297-2648,https://intermountainhealthcare.org/locations/mckay-dee-gastroenterology-clinic/
709,McKay-Dee Heart Failure Clinic,41.184285,-111.953723,4403 Harrison Blvd Ste 3430,,Ogden,UT,84403,801-387-3880,801-387-3885,https://intermountainhealthcare.org/locations/mckay-dee-cardiology-clinic/
710,McKay-Dee Heart Rhythm Specialists,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3450,,Ogden,UT,84403,801-387-3850,801-387-3855,https://intermountainhealthcare.org/locations/mckay-dee-cardiology-clinic/
711,McKay-Dee Hospital,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-2800,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/
712,McKay-Dee Hospital Cardiac Fitness Institute,41.184285,-111.953723,4421 Harrison Blvd Ste A-10,,Ogden,UT,84403,801-387-3067,801-387-3094,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-cardiac-fitness-institute/
713,McKay-Dee Hospital Chaplain,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-2254,801-387-3724,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-chaplain/
714,McKay Dee Hospital Emergency Room,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-7000,801-387-7038,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-emergency-room/
715,McKay-Dee Hospital Foundation,41.184285,-111.953723,4401 Harrison Blvd Ste 1460,,Ogden,UT,84403,801-387-7175,801-387-7185,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-foundation/
716,McKay-Dee Hospital GI Lab/Endoscopy,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2670,,Ogden,UT,84403,801-387-2500,801-387-2505,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-medical-office-bldg/mckay-dee-hospital-gi-lab-endoscopy/
717,McKay-Dee Hospital Gift Shop,41.184285,-111.953723,4401 Harrison Blvd Ste 1000,,Ogden,UT,84403,801-387-7810,801-387-7816,https://intermountainhealthcare.org/locations/mckay-dee-hospital/hospital-information/mckay-dee-gift-shop/
718,McKay-Dee Hospital Human Resources,41.184285,-111.953723,4401 Harrison Blvd Ste 1420,,Ogden,UT,84403,801-387-7700,801-387-7720,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-human-resources/
719,McKay-Dee Hospital Imaging Center,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-7200,801-387-7205,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-imaging-center/
720,McKay-Dee Hospital Labor and Delivery,41.184285,-111.953723,4401 Harrison Blvd Ste 4700,,Ogden,UT,84403,801-387-4000,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/womens-health/women-and-newborn-care/labor-and-delivery/
721,McKay-Dee Hospital Lactation Consultant,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-4132,801-387-3724,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-lactation-consultant/
722,McKay-Dee Hospital LiVe Well Library,41.184285,-111.953723,4401 Harrison Blvd Ste 1410,,Ogden,UT,84403,801-387-7800,801-387-7805,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-live-well-library/
723,McKay-Dee Hospital McKay-Dee Heart and Vascular Institute,41.184285,-111.953723,4401 Harrison Blvd Ste 3500,,Ogden,UT,84403,801-387-3000,801-387-3005,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/heart-care/
724,McKay-Dee Hospital Medical Records,41.184285,-111.953723,4401 Harrison Blvd Ste 3701,,Ogden,UT,84403,385-533-0440,385-215-7047,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-medical-records/
725,McKay-Dee Hospital Newborn Intensive Care Unit,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-4300,801-387-4306,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/womens-health/women-and-newborn-care/newborn-intensive-care-unit-nicu/
726,McKay-Dee Hospital Outpatient Lab,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-7366,801-387-7359,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-outpatient-lab/
727,McKay-Dee Hospital Outpatient Nutrition Services,41.184285,-111.953723,4401 Harrison Blvd Ste 1610,,Ogden,UT,84403,801-906-2720,801-442-0832,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-outpatient-nutrition-services/
728,McKay-Dee Hospital Patient Relations,41.184285,-111.953723,4401 Harrison Blvd Ste 1440,,Ogden,UT,84403,801-387-8888,801-387-7755,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-patient-relations/
729,McKay-Dee Hospital Pediatric Audiology,41.184285,-111.953723,4401 Harrison Blvd Ste 4014,,Ogden,UT,84403,801-378-4136,801-387-3724,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-pediatric-audiology/
730,McKay-Dee Hospital Pediatrics Unit,41.184285,-111.953723,4401 Harrison Blvd 5th Fl,,Ogden,UT,84403,801-387-5250,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/pediatric-services/
731,McKay-Dee Hospital Surgical Services,41.184285,-111.953723,4401 Harrison Blvd Ste 2700,,Ogden,UT,84403,801-387-2320,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/surgical-services/
732,McKay-Dee Hospital Surgical Services,41.184285,-111.953723,4401 Harrison Blvd Ste 2700,,Ogden,UT,84403,801-387-2320,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/surgical-services/
733,McKay-Dee Hospital Volunteer Services,41.184285,-111.953723,4401 Harrison Blvd Ste 3702,,Ogden,UT,84403,801-387-7550,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/giving-volunteering/volunteer/
734,McKay-Dee Hospital Weigh to Health,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-507-2405,801-387-3724,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-hospital-weigh-to-health/
735,McKay-Dee Hospital Women's Health,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-2800,801-387-3724,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/womens-health/
736,McKay-Dee Infectious Disease,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3630,,Ogden,UT,84403,801-387-7900,801-387-7910,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-medical-office-bldg/mckay-dee-infectious-disease/
737,McKay-Dee Internal Medicine Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3875,,Ogden,UT,84403,801-387-7950,801-387-7955,https://intermountainhealthcare.org/locations/mckay-dee-internal-medicine/
738,McKay-Dee Interventional Radiology,41.1924528,-111.9519032,3903 Harrison Blvd Ste 100,,Ogden,UT,84403,801-387-7200,801-442-0622,https://intermountainhealthcare.org/locations/mckay-dee-interventional-radiology/
739,McKay-Dee Maternal Fetal Medicine,41.184285,-111.953723,4401 Harrison Blvd Ste 4600,,Ogden,UT,84403,801-387-4647,801-387-4657,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-maternal-fetal-medicine/
740,McKay-Dee Neonatology,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-4300,801-387-4306,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-neonatology/
741,McKay-Dee Neurology Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2815,,Ogden,UT,84403,801-387-7880,801-387-7889,https://intermountainhealthcare.org/locations/mckay-dee-neurology-clinic/
742,McKay-Dee Palliative Care Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3630,,Ogden,UT,84403,801-387-7900,385-297-2607,https://intermountainhealthcare.org/locations/mckay-dee-palliative-care-clinic/
743,McKay-Dee Porter Family Practice,41.1835577,-111.9537853,4403 Harrison Blvd Ste A700,,Ogden,UT,84403,801-387-5300,801-387-5333,https://intermountainhealthcare.org/locations/mckay-dee-porter-family-practice/
744,McKay Dee Radiation Oncology,41.184285,-111.953723,4401 Harrison Blvd Ogden Ste 1750,,Ogden,UT,84403,801-387-7484,801-387-7425,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-hospital/mckay-dee-radiation-oncology/
745,McKay-Dee Rheumatology Clinic,41.1835577,-111.9537853,4403 Harrison Blvd Ste 3650,,Ogden,UT,84403,801-387-7125,801-387-7130,https://intermountainhealthcare.org/locations/mckay-dee-rheumatology/
746,McKay-Dee Sleep Center,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2600,,Ogden,UT,84403,801-387-5610,801-387-5640,https://intermountainhealthcare.org/locations/mckay-dee-sleep-center/
747,McKay-Dee Spine Intervention,41.1924528,-111.9519032,3903 Harrison Blvd Ste 100,,Ogden,UT,84403,801-387-7463,385-297-2070,https://intermountainhealthcare.org/locations/mckay-dee-spine-intervention/
748,McKay-Dee Surgery Center,41.191953,-111.9489178,3895 Harrison Blvd,,Ogden,UT,84403,801-387-3600,801-387-3068,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-surgery-center-and-orthopedics/mckay-dee-surgery-center/
749,McKay-Dee Wound Care and Hyperbaric Medicine Center,41.184285,-111.953723,4401 Harrison Blvd Ste 1885,,Ogden,UT,84403,801-387-4870,801-387-4875,https://intermountainhealthcare.org/locations/mckay-dee-wound-center/
750,Medical Arts Building Lab,37.0994033,-113.5763454,515 S 300 E Ste 104,,St George,UT,84770,435-688-5022,435-688-4530,https://intermountainhealthcare.org/locations/location-details/st-george-medical-arts-building/medical-arts-building-lab/
751,Memorial Clinic,40.7272159,-111.8658892,2000 S 900 E,,Salt Lake City,UT,84105,801-464-7500,801-464-7696,https://intermountainhealthcare.org/locations/memorial-clinic/
752,Memorial Clinic Family Medicine,40.7272159,-111.8658892,2000 S 900 E,,Salt Lake City,UT,84105,801-464-7500,801-464-7696,https://intermountainhealthcare.org/locations/memorial-clinic/
753,Memorial Dermatology,40.7272159,-111.8658892,2000 S 900 E,,Salt Lake City,UT,84105,801-464-7500,801-464-7695,https://intermountainhealthcare.org/locations/memorial-clinic/
754,"Memorial Ear, Nose, and Throat",40.7272159,-111.8658892,2000 S 900 E,,Salt Lake City,UT,84105,801-464-7510,801-464-7876,https://intermountainhealthcare.org/locations/memorial-clinic/
755,Memorial Gastroenterology,40.7272159,-111.8658892,2000 S 900 E,,Salt Lake City,UT,84105,801-464-7510,801-464-7876,https://intermountainhealthcare.org/locations/memorial-clinic/
